name,County,SUB_COUNTY,Ward,long,lat,county
BAKWANIN,Baringo,Baringo Central,Sacho,35.79708,0.40955,Baringo
BEKIBON,Baringo,Baringo South,Marigat,35.88406,0.3364,Baringo
BOKORIN,Baringo,Baringo Central,Kapropita,35.77177,0.53218,Baringo
BOROWONIN,Baringo,Baringo Central,Kapropita,35.77864,0.44487,Baringo
BOSIN,Baringo,Baringo Central,Sacho,35.79545,0.43809,Baringo
BUIWON,Baringo,Baringo South,Marigat,35.90716,0.3668,Baringo
CHESONGO,Baringo,Baringo Central,Kabarnet,35.67543,0.55089,Baringo
EITUI,Baringo,Baringo Central,Tenges,35.740339,0.218567,Baringo
EMOM,Baringo,Baringo Central,Tenges,35.74721,0.29077,Baringo
ERON,Baringo,Baringo Central,Kabarnet,35.67539,0.48551,Baringo
ILLIAGAT,Baringo,Baringo South,Marigat,35.83417,0.30749,Baringo
KABARBARMA,Baringo,Baringo Central,Ewalel/ Chapchap,35.81746,0.43149,Baringo
KABARNET DEAF BLIND SP,Baringo,Baringo Central,Kabarnet,35.73776,0.5008,Baringo
KABASIS D B,Baringo,Baringo Central,Sacho,35.78729,0.43688,Baringo
KABIRMOI,Baringo,Baringo Central,Sacho,35.78441,0.42125,Baringo
KABIRMET,Baringo,Baringo Central,Ewalel/ Chapchap,35.82469,0.58723,Baringo
KABOCHONY,Baringo,Baringo Central,Ewalel/ Chapchap,35.79967,0.44333,Baringo
KAISO,Baringo,Baringo Central,Tenges,35.79731,0.30241,Baringo
KAKWANE,Baringo,Baringo Central,Kabarnet,35.62756,0.52323,Baringo
KAMGOIN,Baringo,Baringo Central,Kapropita,35.76201,0.4706,Baringo
KAMWEN,Baringo,Baringo Central,Kabarnet,35.75023,0.55332,Baringo
KAPCHEMON,Baringo,Baringo Central,Kabarnet,35.74422,0.52884,Baringo
KAPCHEREBET,Baringo,Baringo Central,Kapropita,35.7192,0.45235,Baringo
KAPCHOMUSO,Baringo,Baringo Central,Kabarnet,35.74316,0.54066,Baringo
KAPKATIT,Baringo,Baringo Central,Tenges,35.78163,0.26617,Baringo
KAPKELELWA,Baringo,Baringo Central,Sacho,35.72099,0.37685,Baringo
KAPKIAI,Baringo,Baringo Central,Ewalel/ Chapchap,35.80483,0.42841,Baringo
KAPKOIBAI,Baringo,Baringo Central,Kabarnet,35.85264,0.54361,Baringo
KAPKOMOI,Baringo,Baringo Central,Ewalel/ Chapchap,35.79286,0.50313,Baringo
KAPKONY,Baringo,Baringo Central,Kapropita,35.76435,0.44721,Baringo
KAPKUT,Baringo,Baringo Central,Kapropita,35.74121,0.46229,Baringo
KAPLEL,Baringo,Baringo Central,Sacho,35.76846,0.35463,Baringo
KAPLOTEN,Baringo,Baringo Central,Sacho,35.7675,0.37023,Baringo
KAPROPITA,Baringo,Baringo Central,Kapropita,35.75276,0.48976,Baringo
KAPSIGORIAN,Baringo,Baringo Central,Kapropita,35.70722,0.47748,Baringo
KAPSOGO,Baringo,Baringo Central,Kapropita,35.78089,0.45486,Baringo
KAPSOO,Baringo,Baringo Central,Kapropita,35.77038,0.46873,Baringo
KAPTARA,Baringo,Baringo Central,Kabarnet,35.64617,0.55233,Baringo
KAPTICH,Baringo,Baringo Central,Sacho,35.79677,0.3605,Baringo
KAPTIEN,Baringo,Baringo Central,Kapropita,35.72517,0.42979,Baringo
KAPTIMBOR,Baringo,Baringo Central,Kabarnet,35.73221,0.49954,Baringo
KAPTOROKWO,Baringo,Baringo Central,Ewalel/ Chapchap,35.79478,0.44964,Baringo
KAPTUMO,Baringo,Baringo Central,Ewalel/ Chapchap,35.80013,0.57011,Baringo
KAPYEMIT,Baringo,Baringo Central,Kabarnet,36.040712,0.16532,Baringo
KASERET,Baringo,Baringo Central,Tenges,35.76924,0.2718,Baringo
KASORE,Baringo,Baringo Central,Ewalel/ Chapchap,35.80485,0.52408,Baringo
KESETAN,Baringo,Baringo Central,Sacho,35.77491,0.37283,Baringo
KETINDUI,Baringo,Baringo Central,Kabarnet,35.71393,0.52118,Baringo
KEWAMOI,Baringo,Baringo Central,Sacho,35.7252,0.49842,Baringo
KIBOI,Baringo,Baringo Central,Kapropita,35.75362,0.47481,Baringo
KIBOINO,Baringo,Baringo Central,Kabarnet,35.68215,0.46358,Baringo
KIMAGOK,Baringo,Baringo Central,Kapropita,35.7762,0.51049,Baringo
KIMOSO,Baringo,Baringo Central,Kabarnet,35.702349,0.500302,Baringo
KIMOTANY,Baringo,Baringo Central,Sacho,35.74111,0.37055,Baringo
KIPKAECH B D,Baringo,Baringo Central,Ewalel/ Chapchap,35.81059,0.48076,Baringo
KIPKUTUNY,Baringo,Baringo Central,Tenges,35.78509,0.3281,Baringo
KIPLABAL,Baringo,Baringo Central,Kabarnet,35.68861,0.45514,Baringo
KIPONJOS,Baringo,Baringo Central,Sacho,35.80484,0.39737,Baringo
KIPSOIT,Baringo,Baringo Central,Kabarnet,35.6496,0.51791,Baringo
KIPTILIT,Baringo,Baringo Central,Kapropita,35.76544,0.49155,Baringo
KISOK,Baringo,Baringo Central,Kapropita,35.70509,0.407,Baringo
KISONEI,Baringo,Baringo Central,Tenges,35.718,0.25705,Baringo
KITUMBEI,Baringo,Baringo Central,Ewalel/ Chapchap,35.79038,0.47396,Baringo
KITURO D/B,Baringo,Baringo Central,Ewalel/ Chapchap,35.78526,0.48164,Baringo
KONOIYO,Baringo,Baringo Central,Sacho,35.76182,0.42609,Baringo
KOYORUS,Baringo,Baringo Central,Sacho,35.78523,0.40097,Baringo
KURUMBOPSOO,Baringo,Baringo Central,Kapropita,35.67633,0.42538,Baringo
LELBATAI,Baringo,Baringo Central,Tenges,35.750964,0.252957,Baringo
LELGUT,Baringo,Baringo Central,Tenges,35.74535,0.32573,Baringo
MAGONOI,Baringo,Baringo Central,Kabarnet,35.68308,0.51468,Baringo
MANAACH,Baringo,Baringo Central,Ewalel/ Chapchap,35.79068,0.5415,Baringo
MBECHOT,Baringo,Baringo Central,Tenges,36.101417,0.379455,Baringo
MOGORWA,Baringo,Baringo Central,Tenges,35.71901,0.31206,Baringo
MOI TEACHERS,Baringo,Baringo Central,Ewalel/ Chapchap,35.786592,0.545966,Baringo
MOI TIMOWO,Baringo,Baringo Central,Kabarnet,35.73756,0.56724,Baringo
MUMOL,Baringo,Baringo Central,Kapropita,35.74739,0.48211,Baringo
NGETMOI,Baringo,Baringo Central,Ewalel/ Chapchap,35.81902,0.41251,Baringo
NGOLONG,Baringo,Baringo Central,Kabarnet,35.76288,0.54639,Baringo
OCHII,Baringo,Baringo Central,Tenges,35.77181,0.30392,Baringo
OROKWO,Baringo,Baringo Central,Kabarnet,35.75594,0.56685,Baringo
PEMWAI,Baringo,Baringo Central,Kabarnet,35.76998,0.57319,Baringo
RIWO,Baringo,Baringo Central,Kapropita,35.76592,0.51267,Baringo
ROSOBET,Baringo,Baringo Central,Ewalel/ Chapchap,35.77798,0.56659,Baringo
SAIMET,Baringo,Baringo Central,Sacho,35.73462,0.38838,Baringo
SALAWA,Baringo,Baringo Central,Kabarnet,35.66248,0.49929,Baringo
SANGARAU,Baringo,Baringo Central,Tenges,35.7788,0.28121,Baringo
SEGUTON HILL,Baringo,Baringo Central,Kabarnet,35.7467,0.50741,Baringo
SENETWO,Baringo,Baringo South,Marigat,35.82559,0.57869,Baringo
SERETON,Baringo,Baringo South,Marigat,35.84738,0.32472,Baringo
SERETUNIN,Baringo,Baringo Central,Ewalel/ Chapchap,35.78876,0.5558,Baringo
SESYA,Baringo,Baringo Central,Ewalel/ Chapchap,35.81004,0.49656,Baringo
SIGINWO,Baringo,Baringo South,Marigat,35.81574,0.31535,Baringo
SIGOWO,Baringo,Baringo Central,Sacho,35.79627,0.34246,Baringo
SIRONOI,Baringo,Baringo Central,Kabarnet,35.70156,0.47466,Baringo
SIRWET,Baringo,Baringo Central,Sacho,35.8238,0.36248,Baringo
SOGON,Baringo,Baringo Central,Kabarnet,35.81521,0.56248,Baringo
SOROK,Baringo,Baringo Central,Tenges,35.77115,0.23038,Baringo
SOSION,Baringo,Baringo Central,Sacho,35.76475,0.40874,Baringo
TABARIN,Baringo,Baringo Central,Tenges,35.81187,0.34187,Baringo
TALAI,Baringo,Baringo Central,Ewalel/ Chapchap,35.81288,0.58701,Baringo
TANDUI,Baringo,Baringo Central,Sacho,35.78914,0.38037,Baringo
TARTAR,Baringo,Baringo Central,Sacho,35.75088,0.43458,Baringo
TEBEI,Baringo,Baringo Central,Tenges,35.83951,0.27675,Baringo
TENGES,Baringo,Baringo Central,Tenges,35.80015,0.30935,Baringo
TEREBEN,Baringo,Baringo Central,Kabarnet,35.75332,0.52741,Baringo
TILELON,Baringo,Baringo Central,Kapropita,35.76472,0.50091,Baringo
TIMBOIYWO,Baringo,Baringo Central,Sacho,35.79676,0.42594,Baringo
TINOMOI,Baringo,Baringo Central,Tenges,35.86762,0.29075,Baringo
TULUONGOI,Baringo,Baringo Central,Tenges,35.80886,0.27453,Baringo
TURKWO,Baringo,Baringo Central,Kapropita,35.72898,0.47496,Baringo
AIC VISA OSHWAL,Baringo,Baringo Central,Kabarnet,35.74253,0.49244,Baringo
YEMO,Baringo,Baringo Central,Kapropita,35.75107,0.45747,Baringo
KINGS HILL,Baringo,Baringo Central,Ewalel/ Chapchap,35.7331,0.5064,Baringo
SDA KABARNET ACADEMY,Baringo,Baringo Central,Kapropita,35.73908,0.49042,Baringo
SEREMWAI ACADEMY,Baringo,Baringo Central,Tenges,35.8009,0.31324,Baringo
ST JOSEPHS CATHOLIC KITURO,Baringo,Baringo Central,Ewalel/ Chapchap,35.78431,0.48439,Baringo
KOKORWONIN,Baringo,Baringo Central,Sacho,35.75628,0.39287,Baringo
KATUNOI,Baringo,Baringo Central,Sacho,35.69645,0.38248,Baringo
KAPTALAM,Baringo,Baringo Central,Ewalel/ Chapchap,35.78092,0.54215,Baringo
KABARNET TOWN ACADEMY,Baringo,Baringo Central,Kabarnet,35.74743,0.484082,Baringo
CHRIST DOMINION,Baringo,Baringo Central,Kabarnet,35.726504,0.495886,Baringo
A.I.C. EBENEZER ACADEMY,Baringo,Baringo Central,Kabarnet,35.766276,0.553188,Baringo
WARWA ACADEMY,Baringo,Baringo Central,Kabarnet,35.74139,0.49104,Baringo
AIYEBO,Baringo,Baringo North,Saimo/ Kipsaraman,35.80838,0.66287,Baringo
AKOROYAN,Baringo,Baringo North,Saimo/Soi,35.98308,0.63338,Baringo
ATIAR,Baringo,Baringo North,Bartabwa,35.78904,0.80125,Baringo
AYATYA,Baringo,Baringo North,Barwessa,35.656744,0.893036,Baringo
BARBARCHUN,Baringo,Baringo North,Bartabwa,35.82191,0.77551,Baringo
BARKEBO,Baringo,Baringo North,Saimo/ Kipsaraman,35.81955,0.74254,Baringo
BARKETIEW,Baringo,Baringo North,Bartabwa,35.855365,0.791708,Baringo
BARTABWA D&B,Baringo,Baringo North,Bartabwa,35.80915,0.84124,Baringo
BARTARAGON,Baringo,Baringo North,Kabartonjo,35.77288,0.63752,Baringo
BARTOGO,Baringo,Baringo North,Barwessa,35.698372,0.659225,Baringo
BARTOLIMO,Baringo,Baringo North,Saimo/ Kipsaraman,35.81947,0.68465,Baringo
BARTUM,Baringo,Baringo North,Saimo/Soi,35.88346,0.59346,Baringo
BARWESSA,Baringo,Baringo North,Barwessa,35.698334,0.717053,Baringo
BIRETWONIN,Baringo,Baringo North,Saimo/Soi,35.86553,0.67549,Baringo
BIRINGWENY,Baringo,Baringo North,Saimo/Soi,35.82934,0.61666,Baringo
BOIN,Baringo,Baringo North,Saimo/ Kipsaraman,35.81258,0.64581,Baringo
BORUIYO,Baringo,Baringo North,Bartabwa,35.82143,0.847753,Baringo
BOSSEI,Baringo,Baringo North,Kabartonjo,35.78587,0.68103,Baringo
CHAMBAI,Baringo,Baringo North,Saimo/ Kipsaraman,35.81384,0.69078,Baringo
CHAPIN,Baringo,Baringo North,Bartabwa,35.83308,0.77891,Baringo
CHEBARSIAT,Baringo,Baringo North,Saimo/Soi,35.9251,0.57853,Baringo
CHEBUGAR,Baringo,Baringo North,Barwessa,35.661501,0.758031,Baringo
CHEMINTANY,Baringo,Baringo North,Barwessa,35.690726,0.899441,Baringo
CHEMURA,Baringo,Baringo North,Barwessa,35.62408,0.586429,Baringo
CHEPKESIN,Baringo,Baringo North,Bartabwa,35.84464,0.87769,Baringo
CHEPKEW,Baringo,Baringo North,Bartabwa,35.86586,0.85935,Baringo
CHEPKEWEL,Baringo,Baringo North,Saimo/Soi,35.94102,0.66804,Baringo
CHEPTIGIT,Baringo,Baringo North,Barwessa,35.676064,0.789528,Baringo
EMBO RUTTO,Baringo,Baringo North,Saimo/ Kipsaraman,35.82283,0.65749,Baringo
KABARBET,Baringo,Baringo North,Kabartonjo,35.77573,0.58239,Baringo
KABARGOGE,Baringo,Baringo North,Saimo/ Kipsaraman,35.81885,0.67435,Baringo
KABILANY,Baringo,Baringo North,Bartabwa,35.80637,0.76027,Baringo
KABIYEWO,Baringo,Baringo North,Saimo/ Kipsaraman,35.82674,0.6296,Baringo
KABORON,Baringo,Baringo North,Bartabwa,35.83377,0.80745,Baringo
KAGIR,Baringo,Baringo North,Saimo/Soi,35.95133,0.8023,Baringo
KALABATA,Baringo,Baringo North,Bartabwa,35.7736,0.89529,Baringo
KALEL,Baringo,Baringo North,Kabartonjo,35.78276,0.64351,Baringo
KAMOGOI,Baringo,Baringo North,Barwessa,35.717916,0.714925,Baringo
KAMOTIONY,Baringo,Baringo North,Saimo/ Kipsaraman,35.83206,0.60039,Baringo
KAMPI NYASI,Baringo,Baringo North,Barwessa,35.99151,0.48375,Baringo
KAMWETIO,Baringo,Baringo North,Bartabwa,35.86586,0.85935,Baringo
KAMWETON,Baringo,Baringo North,Bartabwa,35.82228,0.81631,Baringo
KAPCHEPKISA,Baringo,Baringo North,Saimo/ Kipsaraman,35.8316,0.70058,Baringo
KAPCHEPKOR,Baringo,Baringo North,Saimo/ Kipsaraman,35.81844,0.63564,Baringo
KAPCHEPKULEI,Baringo,Baringo North,Saimo/ Kipsaraman,35.82093,0.62152,Baringo
KAPKIAMO,Baringo,Baringo North,Kabartonjo,35.77935,0.66199,Baringo
KAPKIRWOK,Baringo,Baringo North,Kabartonjo,35.7393,0.58702,Baringo
KAPKOIWO,Baringo,Baringo North,Saimo/ Kipsaraman,35.79696,0.73043,Baringo
KAPKOLE,Baringo,Baringo North,Saimo/Soi,35.84653,0.61599,Baringo
KAPKOMBE,Baringo,Baringo North,Saimo/ Kipsaraman,35.82581,0.67298,Baringo
KAPKOMON,Baringo,Baringo North,Kabartonjo,35.73795,0.60483,Baringo
KAPKWANG,Baringo,Baringo North,Kabartonjo,35.78764,0.6529,Baringo
KAPLUK,Baringo,Baringo North,Barwessa,35.66425,0.56848,Baringo
KAPTERE,Baringo,Baringo North,Saimo/ Kipsaraman,35.8023,0.62162,Baringo
KAPTIGIT,Baringo,Baringo North,Barwessa,35.659978,0.843655,Baringo
KAPTILOMWO,Baringo,Baringo North,Barwessa,35.730576,0.752024,Baringo
KAPTIONY D& B,Baringo,Baringo North,Barwessa,35.733123,0.704672,Baringo
KAPTOROT,Baringo,Baringo North,Barwessa,35.758239,0.723568,Baringo
KAPTUM,Baringo,Baringo North,Kabartonjo,35.74891,0.61576,Baringo
KAPTUMIN,Baringo,Baringo North,Kabartonjo,35.79688,0.65961,Baringo
KAPTURO,Baringo,Baringo North,Bartabwa,35.82742,0.91173,Baringo
KASAKA,Baringo,Baringo North,Kabartonjo,35.77448,0.7186,Baringo
KASESYA,Baringo,Baringo North,Saimo/ Kipsaraman,35.83568,0.63595,Baringo
KASIBER,Baringo,Baringo North,Saimo/ Kipsaraman,35.81636,0.60831,Baringo
KASIRMA,Baringo,Baringo North,Barwessa,35.688997,0.587236,Baringo
KASISIT,Baringo,Baringo North,Saimo/ Kipsaraman,35.8297,0.64293,Baringo
KASOK,Baringo,Baringo North,Saimo/ Kipsaraman,35.81407,0.72631,Baringo
KATIBEL,Baringo,Baringo North,Barwessa,35.668196,0.623434,Baringo
KELWONDONIN,Baringo,Baringo North,Saimo/ Kipsaraman,35.83195,0.69369,Baringo
KETURWO,Baringo,Baringo North,Barwessa,35.689018,0.662471,Baringo
KIBIRIOKWONIN,Baringo,Baringo North,Saimo/Soi,35.83009,0.75677,Baringo
KILINGOT,Baringo,Baringo North,Kabartonjo,35.74638,0.62849,Baringo
KIMUGUL,Baringo,Baringo North,Saimo/ Kipsaraman,35.82006,0.71591,Baringo
KINYACH,Baringo,Baringo North,Barwessa,35.676158,0.925159,Baringo
KIPCHERERE,Baringo,Baringo North,Saimo/Soi,35.85527,0.59782,Baringo
KIPKAREN,Baringo,Baringo North,Bartabwa,35.769,0.77757,Baringo
KIPKOLONY,Baringo,Baringo North,Barwessa,35.675839,0.732001,Baringo
KIPSARAMAN,Baringo,Baringo North,Saimo/ Kipsaraman,35.83165,0.73469,Baringo
KIPTAIWA,Baringo,Baringo North,Barwessa,35.686628,0.568071,Baringo
KIPTILINGON,Baringo,Baringo North,Barwessa,35.658577,0.638935,Baringo
KIPTOLELYO,Baringo,Baringo North,Barwessa,35.642735,0.586133,Baringo
KIRINY-GALIA,Baringo,Baringo North,Kabartonjo,35.75962,0.61725,Baringo
KITIBEI,Baringo,Baringo North,Saimo/ Kipsaraman,35.81455,0.70362,Baringo
KOIBOWARE,Baringo,Baringo North,Saimo/Soi,35.90117,0.6937,Baringo
KOISERAT,Baringo,Baringo North,Bartabwa,35.77271,0.83118,Baringo
KOMBOSANG,Baringo,Baringo North,Barwessa,35.744286,0.774137,Baringo
KONOO,Baringo,Baringo North,Bartabwa,35.68351,0.686892,Baringo
KORMOR,Baringo,Baringo North,Barwessa,35.700548,0.636948,Baringo
KOROSECHUN,Baringo,Baringo North,Kabartonjo,35.78335,0.69568,Baringo
KOROTO DAY AND  BOARDING,Baringo,Baringo North,Saimo/Soi,35.90865,0.62882,Baringo
KOSILE,Baringo,Baringo North,Saimo/Soi,35.9353,0.75082,Baringo
KUIKUI D&B,Baringo,Baringo North,Barwessa,35.694979,0.807958,Baringo
KURESCHUN,Baringo,Baringo North,Saimo/ Kipsaraman,35.79941,0.64604,Baringo
LAKE KAMNOROK,Baringo,Baringo North,Barwessa,35.635141,0.634781,Baringo
LAWAN,Baringo,Baringo North,Barwessa,35.746667,0.71784,Baringo
LEKEPCHUN,Baringo,Baringo North,Barwessa,35.69239,0.704712,Baringo
LIKWON,Baringo,Baringo North,Barwessa,35.692173,0.752063,Baringo
LITEIN,Baringo,Baringo North,Barwessa,35.663848,0.649195,Baringo
MAREGUT,Baringo,Baringo North,Barwessa,35.694798,0.868322,Baringo
MOI KABARTONJO D&B,Baringo,Baringo North,Kabartonjo,35.792384,0.62726,Baringo
MOIGUTWO,Baringo,Baringo North,Bartabwa,35.80671,0.7816,Baringo
MOINONIN,Baringo,Baringo North,Saimo/Soi,36.01335,0.67025,Baringo
MONDOI,Baringo,Baringo North,Saimo/ Kipsaraman,35.79619,0.71554,Baringo
MORMORIO,Baringo,Baringo North,Kabartonjo,35.77576,0.69923,Baringo
MUCHUKWO,Baringo,Baringo North,Barwessa,35.668236,0.600082,Baringo
MURTERIT,Baringo,Baringo North,Barwessa,35.741121,0.853989,Baringo
NGARATUKO,Baringo,Baringo North,Saimo/Soi,35.97466,0.73225,Baringo
NUREGOI,Baringo,Baringo North,Kabartonjo,35.74694,0.66497,Baringo
OSSEN,Baringo,Baringo North,Kabartonjo,35.7706,0.60105,Baringo
POI,Baringo,Baringo North,Saimo/ Kipsaraman,35.80975,0.74132,Baringo
REBEKO,Baringo,Baringo North,Saimo/ Kipsaraman,35.7889,0.74395,Baringo
RIMO,Baringo,Baringo North,Bartabwa,35.79931,0.83501,Baringo
RONDININ,Baringo,Baringo North,Saimo/Soi,35.8726,0.74381,Baringo
ROOT,Baringo,Baringo North,Kabartonjo,35.79861,0.68103,Baringo
ROSONDONIN,Baringo,Baringo North,Barwessa,35.6867,0.622203,Baringo
SENEBO,Baringo,Baringo North,Barwessa,35.716836,0.677268,Baringo
SEREMWO,Baringo,Baringo North,Kabartonjo,35.70778,0.56941,Baringo
SESOI,Baringo,Baringo North,Saimo/Soi,35.84404,0.63204,Baringo
SIBILO,Baringo,Baringo North,Saimo/Soi,35.89807,0.7038,Baringo
SIBOO,Baringo,Baringo North,Barwessa,35.711987,0.642162,Baringo
SOGOM,Baringo,Baringo North,Kabartonjo,35.75494,0.63521,Baringo
SUMEIYON,Baringo,Baringo North,Kabartonjo,35.75526,0.58787,Baringo
SUTIECHUN,Baringo,Baringo North,Saimo/Soi,35.86179,0.63734,Baringo
TERENIN,Baringo,Baringo North,Bartabwa,35.81706,0.79951,Baringo
TERIK,Baringo,Baringo North,Bartabwa,35.79569,0.75914,Baringo
TERMET,Baringo,Baringo North,Kabartonjo,35.76484,0.62564,Baringo
TIBINGAR,Baringo,Baringo North,Saimo/Soi,35.89324,0.65488,Baringo
TILINGWO,Baringo,Baringo North,Bartabwa,35.671864,0.903528,Baringo
TILOI,Baringo,Baringo North,Kabartonjo,35.734909,0.63258,Baringo
TIRIMIONIN,Baringo,Baringo North,Saimo/ Kipsaraman,35.8186,0.65863,Baringo
TIRIONDONIN,Baringo,Baringo North,Kabartonjo,35.7667,0.64992,Baringo
TOBOROI,Baringo,Baringo North,Bartabwa,35.80656,0.87583,Baringo
TOROKWONIN,Baringo,Baringo North,Saimo/ Kipsaraman,35.82945,0.68212,Baringo
TUNOIWO,Baringo,Baringo North,Bartabwa,35.80569,0.81568,Baringo
TURBEI,Baringo,Baringo North,Barwessa,35.705888,0.784813,Baringo
TURUTURU,Baringo,Baringo North,Barwessa,35.647445,0.612495,Baringo
YATIA D&B,Baringo,Baringo North,Saimo/Soi,35.92127,0.79023,Baringo
A.I.C KABARTONJO,Baringo,Baringo North,Kabartonjo,35.797995,0.6329,Baringo
BARAKA ACADEMY KASIRYO,Baringo,Baringo North,Kabartonjo,35.747961,0.621445,Baringo
ARAMA,Baringo,Eldama Ravine,Lembus Kwen,35.66039,0.04947,Baringo
BENONIN,Baringo,Eldama Ravine,Ravine,35.71285,0.01458,Baringo
BIK KWEN,Baringo,Eldama Ravine,Lembus,35.60275,0.14585,Baringo
BOITO,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.53116,0.02643,Baringo
CHEMUSUSU,Baringo,Eldama Ravine,Lembus Kwen,35.64303,0.0937,Baringo
EQUATOR,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.5679,-0.00307,Baringo
GITHIORO,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.67962,-0.03438,Baringo
IGURE,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.64904,-0.04462,Baringo
KABIMOI,Baringo,Eldama Ravine,Lembus/  Perkerra,35.783502,0.028961,Baringo
KABIYET,Baringo,Eldama Ravine,Ravine,35.72802,0.00427,Baringo
KABOR,Baringo,Eldama Ravine,Lembus Kwen,35.74643,0.14606,Baringo
KAMASABA,Baringo,Eldama Ravine,Lembus Kwen,35.65263,0.05712,Baringo
KAMELILO,Baringo,Eldama Ravine,Ravine,35.73936,0.05652,Baringo
KAMNGOECH,Baringo,Eldama Ravine,Lembus,35.73087,0.08718,Baringo
KAMURA,Baringo,Eldama Ravine,Lembus,35.55654,0.07433,Baringo
KANJULUL,Baringo,Eldama Ravine,Koibatek,35.829565,-0.022629,Baringo
KAPCHOLOI,Baringo,Eldama Ravine,Lembus Kwen,35.68682,0.09255,Baringo
KAPKITET,Baringo,Eldama Ravine,Koibatek,35.808562,0.006585,Baringo
KAPNGEMUI,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.861326,0.257963,Baringo
KAPSIGOT,Baringo,Eldama Ravine,Lembus,35.59685,0.10225,Baringo
KAPSOIT,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.54704,0.02297,Baringo
KAPTIM,Baringo,Eldama Ravine,Lembus,35.68169,0.04182,Baringo
KEWANGOI,Baringo,Eldama Ravine,Lembus Kwen,35.70155,0.12691,Baringo
KIBIAS,Baringo,Eldama Ravine,Lembus/  Perkerra,35.77853,0.11157,Baringo
KILOMBE,Baringo,Eldama Ravine,Koibatek,35.816925,-0.017773,Baringo
KIPKABER,Baringo,Eldama Ravine,Koibatek,35.788255,0.013016,Baringo
KIPKORIONY,Baringo,Eldama Ravine,Lembus/  Perkerra,35.78498,0.07433,Baringo
KIPKUYANG,Baringo,Eldama Ravine,Lembus Kwen,35.71085,0.11266,Baringo
KIPLONGON,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.62023,-0.02755,Baringo
KIPTUNO,Baringo,Eldama Ravine,Lembus Kwen,35.75753,0.13469,Baringo
KOIBATEK,Baringo,Eldama Ravine,Ravine,35.73051,0.05219,Baringo
KOKORWONIN,Baringo,Eldama Ravine,Koibatek,35.797683,-0.008059,Baringo
KOKWOMOI,Baringo,Eldama Ravine,Koibatek,35.781935,-0.004874,Baringo
LALUT,Baringo,Eldama Ravine,Lembus Kwen,35.71774,0.13532,Baringo
LEBOLOS,Baringo,Eldama Ravine,Koibatek,35.786655,-0.021629,Baringo
LELGEL,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.56555,0.02017,Baringo
MAJI MAZURI FOREST,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.68615,-0.01853,Baringo
MAJI MAZURI RC,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.6787,-0.03765,Baringo
MANDINA,Baringo,Eldama Ravine,Koibatek,35.8318,0.00553,Baringo
METIPSO,Baringo,Eldama Ravine,Lembus Kwen,35.66112,0.08763,Baringo
MOCHONGOI,Baringo,Eldama Ravine,Ravine,35.75043,0.02438,Baringo
MORINGWO,Baringo,Eldama Ravine,Lembus,35.70506,0.04921,Baringo
MUMBERES,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.60793,-0.01168,Baringo
MUSERECHI,Baringo,Eldama Ravine,Koibatek,35.869255,-0.026681,Baringo
MWACHON,Baringo,Eldama Ravine,Lembus,35.60451,0.16189,Baringo
NAKURTAKWEI,Baringo,Eldama Ravine,Koibatek,35.838033,-0.07582,Baringo
NERKWO,Baringo,Eldama Ravine,Lembus,35.58743,0.12056,Baringo
NGARIE,Baringo,Eldama Ravine,Lembus/  Perkerra,35.785012,0.047932,Baringo
NYAKIO,Baringo,Eldama Ravine,Lembus,35.54626,0.0699,Baringo
ORINIE,Baringo,Eldama Ravine,Koibatek,35.865904,-0.04972,Baringo
POROR,Baringo,Eldama Ravine,Lembus Kwen,35.70755,0.07789,Baringo
SABATIA,Baringo,Eldama Ravine,Koibatek,35.74357,-0.03132,Baringo
SAGAT,Baringo,Eldama Ravine,Koibatek,35.82476,0.07526,Baringo
SAOS,Baringo,Eldama Ravine,Lembus/  Perkerra,35.81458,0.11113,Baringo
SIGORO,Baringo,Eldama Ravine,Lembus Kwen,35.72871,0.12187,Baringo
SIGOWET,Baringo,Eldama Ravine,Lembus,35.54875,0.04181,Baringo
SIMOTWET,Baringo,Eldama Ravine,Lembus/  Perkerra,35.74671,0.08282,Baringo
SINENDE,Baringo,Eldama Ravine,Ravine,35.71288,0.00164,Baringo
SINONIN,Baringo,Eldama Ravine,Lembus Kwen,35.6787,0.07551,Baringo
SOGONIN,Baringo,Eldama Ravine,Ravine,35.73533,0.03095,Baringo
SOIBEI,Baringo,Eldama Ravine,Lembus,35.651577,0.165966,Baringo
SOLIAN,Baringo,Eldama Ravine,Koibatek,35.756139,-0.000504,Baringo
SOYMINING,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.59357,0.0022,Baringo
ST MARYS ANDAMA,Baringo,Eldama Ravine,Mumberes /Maji Mazuri,35.66682,-0.03715,Baringo
