name,County,SUB_COUNTY,Ward,long,lat,county
KIMOSON,Trans Nzoia,Cherangany,Kaplamai,35.100857,0.97766,Trans Nzoia
KIPKEIKEI,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.209815,1.015503,Trans Nzoia
KIPSAINA,Trans Nzoia,Cherangany,Sinyerere,35.102091,1.130889,Trans Nzoia
KIPSINGORI,Trans Nzoia,Cherangany,Motosiet,35.152939,0.954021,Trans Nzoia
KIPTENDEN,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.250409,0.975308,Trans Nzoia
KIPTOROR,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.31971,1.025553,Trans Nzoia
KIRIITA,Trans Nzoia,Cherangany,Makutano,35.145626,1.068282,Trans Nzoia
KOIBARAK,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.272109,1.058973,Trans Nzoia
KONGOLI,Trans Nzoia,Cherangany,Motosiet,35.17282,1.00091,Trans Nzoia
KURIOT,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.307652,0.954639,Trans Nzoia
LELTANGAT,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.28746,1.017637,Trans Nzoia
MAKUTANO,Trans Nzoia,Cherangany,Makutano,35.191249,1.073096,Trans Nzoia
MATEKET,Trans Nzoia,Cherangany,Motosiet,35.129696,1.003253,Trans Nzoia
MILIMA,Trans Nzoia,Cherangany,Sinyerere,35.109675,1.139378,Trans Nzoia
MITO MBILI,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.245904,1.003217,Trans Nzoia
MOSOMBOR,Trans Nzoia,Cherangany,Kaplamai,35.08784,0.990351,Trans Nzoia
MOTOSIET,Trans Nzoia,Cherangany,Motosiet,35.16324,0.99368,Trans Nzoia
MUKUYU,Trans Nzoia,Cherangany,Kaplamai,35.07552,1.046864,Trans Nzoia
MUNYAKA,Trans Nzoia,Cherangany,Sinyerere,35.153466,1.145963,Trans Nzoia
MWAITA,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.197429,1.027831,Trans Nzoia
MWANGA,Trans Nzoia,Cherangany,Makutano,35.155082,1.123742,Trans Nzoia
NGONYEK,Trans Nzoia,Cherangany,Kaplamai,35.099034,1.011667,Trans Nzoia
NOIGAM,Trans Nzoia,Cherangany,Motosiet,35.21882,0.978,Trans Nzoia
NYAKINYWA,Trans Nzoia,Cherangany,Kaplamai,35.11843,0.92475,Trans Nzoia
NYASILAND,Trans Nzoia,Cherangany,Kaplamai,35.079602,1.011695,Trans Nzoia
NZOIA CENTRE,Trans Nzoia,Cherangany,Motosiet,35.134496,0.926819,Trans Nzoia
OSORONGAI,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.194075,1.005356,Trans Nzoia
PERKERRA,Trans Nzoia,Cherangany,Motosiet,35.183973,0.933822,Trans Nzoia
RIWO,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.285608,0.991552,Trans Nzoia
SAIWA,Trans Nzoia,Cherangany,Sinyerere,35.110431,1.099528,Trans Nzoia
SETEK,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.340126,0.990952,Trans Nzoia
SEUM,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.230848,1.023385,Trans Nzoia
SIBANGA,Trans Nzoia,Cherangany,Sitatunga,35.119042,1.033186,Trans Nzoia
SINOKO,Trans Nzoia,Cherangany,Motosiet,35.150537,0.969333,Trans Nzoia
SINYERERI,Trans Nzoia,Cherangany,Sitatunga,35.119734,1.064277,Trans Nzoia
SITAMANI,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.221928,1.050671,Trans Nzoia
SITATUNGA,Trans Nzoia,Cherangany,Sinyerere,35.13135,1.094647,Trans Nzoia
SOSIOT,Trans Nzoia,Cherangany,Motosiet,35.139719,0.989259,Trans Nzoia
ST CHRISTOPHERS,Trans Nzoia,Cherangany,Sinyerere,35.131251,1.152864,Trans Nzoia
ST MARYS KIBUSWA,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.253547,0.946174,Trans Nzoia
ST PETERS TUMAINI,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.237665,0.981513,Trans Nzoia
SURUNGAI,Trans Nzoia,Cherangany,Motosiet,35.153355,1.027344,Trans Nzoia
TAITO,Trans Nzoia,Cherangany,Sitatunga,35.065668,1.072142,Trans Nzoia
TARAKWA,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.340402,0.940846,Trans Nzoia
TIMAA,Trans Nzoia,Cherangany,Kaplamai,35.119475,1.00612,Trans Nzoia
TUIGON,Trans Nzoia,Cherangany,Chepsiro/ Kiptoror,35.278271,0.942807,Trans Nzoia
TULON,Trans Nzoia,Cherangany,Motosiet,35.21156,0.961767,Trans Nzoia
TUMAINI,Trans Nzoia,Cherangany,Sinyerere,35.143172,1.13074,Trans Nzoia
TUNEN,Trans Nzoia,Cherangany,Motosiet,35.186146,0.953964,Trans Nzoia
TWIGA,Trans Nzoia,Cherangany,Motosiet,35.201063,0.937838,Trans Nzoia
WIYETA,Trans Nzoia,Cherangany,Sinyerere,35.119378,1.124223,Trans Nzoia
YUYA,Trans Nzoia,Cherangany,Kaplamai,35.105474,1.0044,Trans Nzoia
SINOKO,Trans Nzoia,Cherangany,Motosiet,35.15095,0.966783,Trans Nzoia
AFESOMO,Trans Nzoia,Cherangany,Sinyerere,35.130452,1.107445,Trans Nzoia
CLASSIC,Trans Nzoia,Cherangany,Cherangany/ Suwerwa,35.221307,1.050671,Trans Nzoia
MUHIASON,Trans Nzoia,Cherangany,Makutano,35.156615,1.126739,Trans Nzoia
MWANZO,Trans Nzoia,Cherangany,Sitatunga,35.152307,1.029516,Trans Nzoia
AMAGORO,Trans Nzoia,Kiminini,Waitaluk,35.079398,0.925134,Trans Nzoia
BARATON,Trans Nzoia,Kiminini,Nabiswa,34.9386,0.92437,Trans Nzoia
BIG TREE,Trans Nzoia,Kiminini,Kiminini,34.99209,0.90052,Trans Nzoia
BIKEKE,Trans Nzoia,Kiminini,Sirende,35.053643,0.996357,Trans Nzoia
BIRUNDA,Trans Nzoia,Kiminini,Nabiswa,34.92214,0.95844,Trans Nzoia
CHALICHA,Trans Nzoia,Kiminini,Sikhendu,34.81834,0.82346,Trans Nzoia
CHEBUKAKA,Trans Nzoia,Saboti,Saboti,34.82513,0.92611,Trans Nzoia
CHEMICHEMI,Trans Nzoia,Saboti,Machewa,34.80424,0.90927,Trans Nzoia
CHEPKOILEL,Trans Nzoia,Saboti,Kinyoro,34.923486,0.971819,Trans Nzoia
CHEPTUMBELIO,Trans Nzoia,Saboti,Kinyoro,34.799278,1.024769,Trans Nzoia
FARM PRISONS,Trans Nzoia,Saboti,Matisi,35.003876,0.972626,Trans Nzoia
GITWAMBA,Trans Nzoia,Saboti,Saboti,34.757797,0.934733,Trans Nzoia
GRASS LAND,Trans Nzoia,Saboti,Matisi,34.979179,1.005045,Trans Nzoia
KA AHUHO,Trans Nzoia,Kiminini,Waitaluk,34.994097,0.9577,Trans Nzoia
KABUYEFWE,Trans Nzoia,Kiminini,Sikhendu,34.85757,0.856,Trans Nzoia
KAPKOI SISAL,Trans Nzoia,Kiminini,Waitaluk,35.101678,0.887878,Trans Nzoia
KIBAGENGE,Trans Nzoia,Kiminini,Waitaluk,35.034057,0.954528,Trans Nzoia
KIKWAMETI,Trans Nzoia,Kiminini,Sikhendu,34.81829,0.84032,Trans Nzoia
KIMININI,Trans Nzoia,Kiminini,Kiminini,34.92694,0.89143,Trans Nzoia
KINYORO,Trans Nzoia,Saboti,Kinyoro,34.87025,0.992578,Trans Nzoia
KIPSAGAM,Trans Nzoia,Saboti,Saboti,34.77039,0.957323,Trans Nzoia
KISSAWAI,Trans Nzoia,Saboti,Kinyoro,34.840736,0.990607,Trans Nzoia
KITALE SCHOOL,Trans Nzoia,Saboti,Saboti,35.003128,0.995929,Trans Nzoia
KITALE G K PRISON,Trans Nzoia,Saboti,Tuwani,34.998194,1.020074,Trans Nzoia
KIUNGANI,Trans Nzoia,Kiminini,Nabiswa,34.95117,0.95015,Trans Nzoia
KONOIN,Trans Nzoia,Kiminini,Kiminini,34.883046,0.845479,Trans Nzoia
LOLKERINGET,Trans Nzoia,Kiminini,Waitaluk,35.060452,0.922125,Trans Nzoia
LUANDA,Trans Nzoia,Saboti,Kinyoro,34.81793,0.981623,Trans Nzoia
LUKESI,Trans Nzoia,Saboti,Machewa,34.8358,0.91825,Trans Nzoia
LUKHOME,Trans Nzoia,Saboti,Machewa,34.848637,0.90191,Trans Nzoia
LUKOSI,Trans Nzoia,Saboti,Machewa,34.867328,0.911638,Trans Nzoia
LUMULI,Trans Nzoia,Kiminini,Sirende,35.0389,0.990911,Trans Nzoia
LUNGAI,Trans Nzoia,Saboti,Kinyoro,34.889212,0.993128,Trans Nzoia
MABONDE,Trans Nzoia,Kiminini,Waitaluk,34.97871,0.952742,Trans Nzoia
MACHEWA,Trans Nzoia,Saboti,Machewa,34.822167,0.891876,Trans Nzoia
MACHUNGWA,Trans Nzoia,Kiminini,Sirende,35.073743,0.975235,Trans Nzoia
MAKHELE,Trans Nzoia,Saboti,Kinyoro,34.896981,0.971486,Trans Nzoia
MAKINDU,Trans Nzoia,Kiminini,Nabiswa,34.92263,0.94207,Trans Nzoia
MASABA,Trans Nzoia,Kiminini,Nabiswa,34.92226,0.89736,Trans Nzoia
MATISI PRIMARY SCHOOL,Trans Nzoia,Saboti,Matisi,34.975998,1.040638,Trans Nzoia
MENGO,Trans Nzoia,Saboti,Saboti,34.794773,0.938643,Trans Nzoia
MESO,Trans Nzoia,Kiminini,Kiminini,34.97754,0.89249,Trans Nzoia
MILELEE,Trans Nzoia,Kiminini,Sikhendu,34.900827,0.884972,Trans Nzoia
MISEMWA,Trans Nzoia,Kiminini,Sirende,35.064116,0.995879,Trans Nzoia
MITONI MITATU,Trans Nzoia,Kiminini,Waitaluk,35.014088,0.923997,Trans Nzoia
MITOTO,Trans Nzoia,Kiminini,Kiminini,34.93794,0.88335,Trans Nzoia
MOKOYWET,Trans Nzoia,Kiminini,Waitaluk,35.018654,0.952235,Trans Nzoia
MOSORIOT,Trans Nzoia,Kiminini,Waitaluk,35.094118,0.897539,Trans Nzoia
MT ELGON,Trans Nzoia,Saboti,Machewa,35.000256,1.029802,Trans Nzoia
MUCHARAGE,Trans Nzoia,Kiminini,Sikhendu,34.831738,0.817737,Trans Nzoia
MUFUTU,Trans Nzoia,Kiminini,Nabiswa,34.8917,0.87833,Trans Nzoia
MULEMBE,Trans Nzoia,Saboti,Kinyoro,34.850808,1.013258,Trans Nzoia
MUROKI,Trans Nzoia,Saboti,Saboti,34.81592,0.93086,Trans Nzoia
MUUNGANO,Trans Nzoia,Kiminini,Nabiswa,34.918298,1.185412,Trans Nzoia
MWITHA,Trans Nzoia,Saboti,Machewa,34.82827,0.91179,Trans Nzoia
NABISWA,Trans Nzoia,Kiminini,Nabiswa,34.91337,0.93182,Trans Nzoia
NABUNGA,Trans Nzoia,Kiminini,Sikhendu,34.87468,0.89279,Trans Nzoia
NAKWANGWA,Trans Nzoia,Kiminini,Kiminini,34.97006,0.91408,Trans Nzoia
NAMANDA,Trans Nzoia,Kiminini,Sikhendu,34.936726,1.05666,Trans Nzoia
NAMAWANGA,Trans Nzoia,Kiminini,Nabiswa,34.90858,0.9136,Trans Nzoia
NAMGOI,Trans Nzoia,Kiminini,Waitaluk,35.034394,0.976492,Trans Nzoia
NYABOMO,Trans Nzoia,Kiminini,Waitaluk,35.002555,0.909696,Trans Nzoia
NYAMIRA,Trans Nzoia,Kiminini,Kiminini,34.92794,0.87205,Trans Nzoia
NYASI,Trans Nzoia,Kiminini,Nabiswa,34.88037,0.90752,Trans Nzoia
PANGO,Trans Nzoia,Saboti,Kinyoro,34.791589,1.007371,Trans Nzoia
PANOCAL NAKAMI,Trans Nzoia,Saboti,Kinyoro,34.871134,1.010625,Trans Nzoia
SABATA,Trans Nzoia,Kiminini,Kiminini,34.9018,0.86663,Trans Nzoia
SABOTI,Trans Nzoia,Saboti,Saboti,34.837997,0.938814,Trans Nzoia
SANGO,Trans Nzoia,Saboti,Kinyoro,34.911101,0.98503,Trans Nzoia
SIKHENDU,Trans Nzoia,Kiminini,Sikhendu,34.867046,0.840193,Trans Nzoia
SIKINWA,Trans Nzoia,Saboti,Saboti,34.778458,0.942563,Trans Nzoia
SIKULU,Trans Nzoia,Saboti,Kinyoro,34.905379,0.961177,Trans Nzoia
SIMATWET,Trans Nzoia,Kiminini,Waitaluk,35.321537,0.952851,Trans Nzoia
SIRENDE,Trans Nzoia,Kiminini,Sirende,35.054022,0.973908,Trans Nzoia
ST VERONICA WEONIA,Trans Nzoia,Kiminini,Sikhendu,34.8338,0.84418,Trans Nzoia
SUKWO,Trans Nzoia,Saboti,Saboti,34.835537,0.954907,Trans Nzoia
TELDET,Trans Nzoia,Saboti,Saboti,34.800297,0.986834,Trans Nzoia
TOROR,Trans Nzoia,Kiminini,Sirende,35.078666,0.956572,Trans Nzoia
TRANS NZOIA,Trans Nzoia,Saboti,Tuwani,34.998195,1.027245,Trans Nzoia
TUYO KONY,Trans Nzoia,Saboti,Kinyoro,34.917201,1.002382,Trans Nzoia
WAITALUK,Trans Nzoia,Kiminini,Waitaluk,35.043681,0.932425,Trans Nzoia
WAMUINI,Trans Nzoia,Kiminini,Waitaluk,34.997216,0.941067,Trans Nzoia
WEKHONYE,Trans Nzoia,Kiminini,Kiminini,34.94518,0.91715,Trans Nzoia
BARAKA,Trans Nzoia,Kiminini,Nabiswa,35.168336,1.055611,Trans Nzoia
BETH SAIDA,Trans Nzoia,Kiminini,Waitaluk,35.068011,0.954753,Trans Nzoia
DEKKO,Trans Nzoia,Kiminini,Kiminini,34.94616,0.93254,Trans Nzoia
EMMANUEL JUNIOR,Trans Nzoia,Saboti,Kinyoro,34.906651,1.008528,Trans Nzoia
EXODUS,Trans Nzoia,Saboti,Matisi,34.980002,1.032798,Trans Nzoia
KATALEEL,Trans Nzoia,Saboti,Kinyoro,34.920494,1.021877,Trans Nzoia
KIMININI ANGELS,Trans Nzoia,Kiminini,Kiminini,34.92788,0.88803,Trans Nzoia
KIMININI JOI,Trans Nzoia,Kiminini,Kiminini,34.927793,0.888578,Trans Nzoia
KINGS ACADEMY,Trans Nzoia,Kiminini,Sirende,35.018556,0.95386,Trans Nzoia
KITALALE PREPARATORY,Trans Nzoia,Saboti,Kinyoro,34.912255,1.015099,Trans Nzoia
MBIO,Trans Nzoia,Saboti,Kinyoro,34.88436,0.997274,Trans Nzoia
MERCY AND CARING,Trans Nzoia,Kiminini,Nabiswa,35.007603,0.992653,Trans Nzoia
MIMA ELITE,Trans Nzoia,Saboti,Kinyoro,34.864922,0.997599,Trans Nzoia
MODERN,Trans Nzoia,Kiminini,Sirende,35.041961,0.985114,Trans Nzoia
QUACKER HILL,Trans Nzoia,Kiminini,Waitaluk,35.020894,0.941659,Trans Nzoia
RASSA PREPARATORY,Trans Nzoia,Saboti,Matisi,34.982295,1.039034,Trans Nzoia
SHANTI CHILDCARE,Trans Nzoia,Saboti,Matisi,34.98067,1.01775,Trans Nzoia
SIKHENDU ARISE,Trans Nzoia,Kiminini,Sikhendu,34.867534,0.837562,Trans Nzoia
ST BONFACE ELITE,Trans Nzoia,Kiminini,Nabiswa,34.92298,0.9605,Trans Nzoia
ST BRIGID'S,Trans Nzoia,Kiminini,Kiminini,34.92443,0.89368,Trans Nzoia
ST MATHEWS,Trans Nzoia,Saboti,Saboti,34.969873,0.937622,Trans Nzoia
LOITANIT,Turkana,Turkana North,Kaaleng/Kaikor,35.423132,4.521008,Turkana
LORUTH,Turkana,Turkana North,Kaaleng/Kaikor,35.357812,4.448384,Turkana
KABULOKOR,Turkana,Loima,Kotaruk /Lobei,35.371356,2.81898,Turkana
KACHAMERI,Turkana,Loima,Turkwel,35.396662,2.916624,Turkana
KAITESE,Turkana,Loima,Turkwel,35.437024,3.004182,Turkana
KALEMUNYANG,Turkana,Loima,Kotaruk /Lobei,35.366691,2.737829,Turkana
KALOMEGUR,Turkana,Loima,Turkwel,35.417231,2.901725,Turkana
KANGALITA,Turkana,Loima,Kotaruk /Lobei,35.384591,2.745594,Turkana
KODOPA,Turkana,Loima,Turkwel,35.475883,2.976687,Turkana
KOSPIR,Turkana,Loima,Turkwel,35.249925,2.882338,Turkana
KOTELA,Turkana,Loima,Kotaruk /Lobei,35.365029,2.76488,Turkana
LOBEI,Turkana,Loima,Kotaruk /Lobei,35.111658,2.732008,Turkana
LOCHOR EKUYEN,Turkana,Loima,Kotaruk /Lobei,35.178548,2.866857,Turkana
LOGOGO,Turkana,Loima,Turkwel,35.296519,2.926855,Turkana
LOKIRIAMA,Turkana,Loima,Lokiriama/ Lorengippi,34.873618,2.758227,Turkana
LOKOYO,Turkana,Loima,Turkwel,35.485305,3.195716,Turkana
LORENGIPPI,Turkana,Loima,Lokiriama/ Lorengippi,34.99076,2.573953,Turkana
LORUGUM,Turkana,Loima,Turkwel,35.2664,2.896538,Turkana
LOYA,Turkana,Loima,Lokiriama/ Lorengippi,34.977925,2.519359,Turkana
NABUIN,Turkana,Loima,Turkwel,35.522094,3.038569,Turkana
NADAPAL MIXED,Turkana,Loima,Turkwel,35.507928,3.07838,Turkana
NAGIS,Turkana,Loima,Turkwel,35.488913,3.047853,Turkana
NAMORUPUTH,Turkana,Loima,Lokiriama/ Lorengippi,35.041611,2.847138,Turkana
NAREMIT,Turkana,Loima,Kotaruk /Lobei,35.358101,2.703594,Turkana
TURKANA GIRLS,Turkana,Loima,Turkwel,35.40767,2.916193,Turkana
NATAPARKAKONO,Turkana,Loima,Turkwel,35.55497,3.12723,Turkana
LOLUPE,Turkana,Loima,Turkwel,35.673982,3.109477,Turkana
BISHOP MAHON,Turkana,Turkana Central,Lodwar Township,35.588886,3.12548,Turkana
COMBONI GIRLS BOARDING,Turkana,Turkana Central,Lodwar Township,35.56495,3.11846,Turkana
FAITH HOMES,Turkana,Turkana Central,Kalokol,35.842766,3.522698,Turkana
ILLE,Turkana,Turkana Central,Kang’atotha,35.933167,3.340661,Turkana
KAKEMERA,Turkana,Turkana Central,Kanamkemer,35.56092,3.089772,Turkana
KAKIMAT,Turkana,Turkana Central,Kerio Delta,35.958317,2.958749,Turkana
KAKWANYANG,Turkana,Turkana Central,Lodwar Township,35.675553,3.15965,Turkana
KALIMAPUS,Turkana,Turkana Central,Kalokol,35.823842,3.617106,Turkana
KALOKOL GIRLS,Turkana,Turkana Central,Kalokol,35.85581,3.53381,Turkana
KALOKOL MIXED,Turkana,Turkana Central,Kalokol,35.865307,3.534421,Turkana
KANGATOTHA,Turkana,Turkana Central,Kang’atotha,35.96495,3.1322,Turkana
KANGEGETEI,Turkana,Turkana Central,Kang’atotha,35.861598,3.156923,Turkana
KANGIRISA E,Turkana,Turkana Central,Kerio Delta,36.253917,2.618519,Turkana
KAPUA,Turkana,Turkana Central,Kalokol,35.65217,3.430143,Turkana
KAWALASE,Turkana,Turkana Central,Lodwar Township,35.61393,3.12827,Turkana
KERIO BOARDING,Turkana,Turkana Central,Kerio Delta,36.053446,3.002604,Turkana
LOCHOR AIKENY,Turkana,Turkana Central,Kang’atotha,35.874007,3.34539,Turkana
LOCHUGA,Turkana,Turkana Central,Kalokol,35.83786,3.502687,Turkana
LODWAR GIRLS,Turkana,Turkana Central,Lodwar Township,35.595794,3.124463,Turkana
LODWAR MIXED,Turkana,Turkana Central,Lodwar Township,35.60939,3.1219,Turkana
LOLUPE,Turkana,Turkana Central,Kanamkemer,35.674594,3.106721,Turkana
LONGECH,Turkana,Turkana Central,Kang’atotha,35.923826,3.550227,Turkana
LORENGELUP,Turkana,Turkana Central,Kerio Delta,35.937369,3.052507,Turkana
LOTUREREI,Turkana,Turkana Central,Kanamkemer,35.613501,2.936393,Turkana
LOUWAE,Turkana,Turkana Central,Kerio Delta,36.202833,2.828687,Turkana
LOYO,Turkana,Turkana Central,Lodwar Township,35.579831,3.125072,Turkana
LOYORO,Turkana,Turkana Central,Kang’atotha,35.882755,3.417758,Turkana
NABULON,Turkana,Turkana Central,Kanamkemer,35.592769,3.108978,Turkana
NADOTO,Turkana,Turkana Central,Kerio Delta,36.089447,3.086441,Turkana
NAIPA,Turkana,Turkana Central,Kang’atotha,36.018365,3.128634,Turkana
NAKIRIA,Turkana,Turkana Central,Kalokol,35.835406,3.554634,Turkana
NAKORET,Turkana,Turkana Central,Kerio Delta,36.241327,2.695271,Turkana
NAKURIO,Turkana,Turkana Central,Kerio Delta,36.160656,2.877431,Turkana
NAKWAMEKWI,Turkana,Turkana Central,Lodwar Township,35.576985,3.114466,Turkana
NAKWAPERIT,Turkana,Turkana Central,Kerio Delta,35.915698,3.104476,Turkana
NAMUKUSE,Turkana,Turkana Central,Kang’atotha,35.92764,3.49187,Turkana
NANYANGAKIPPI,Turkana,Turkana Central,Kerio Delta,36.000515,3.002339,Turkana
NAOROS,Turkana,Turkana Central,Kerio Delta,36.061268,3.126664,Turkana
NAOTIN,Turkana,Turkana Central,Kanamkemer,35.547116,3.057398,Turkana
NAPUU,Turkana,Turkana Central,Kanamkemer,35.638294,3.111313,Turkana
NATAGILAE,Turkana,Turkana Central,Kang’atotha,35.99594,3.161303,Turkana
NATOLE,Turkana,Turkana Central,Kalokol,35.879644,3.516505,Turkana
ST MARYS,Turkana,Turkana Central,Lodwar Township,35.596621,3.144627,Turkana
LOMOPUTH,Turkana,Turkana Central,Kang’atotha,35.814765,3.179874,Turkana
ERAIT ACADEMY,Turkana,Turkana Central,Lodwar Township,35.59679,3.11917,Turkana
LAKE TURKANA KALOKOL,Turkana,Turkana Central,Kalokol,35.856685,3.531239,Turkana
NGAKORIYEK,Turkana,Turkana Central,Kanamkemer,35.613509,3.101244,Turkana
RIVER SIDE,Turkana,Turkana Central,Lodwar Township,35.59546,3.11715,Turkana
TURKANA BLOOMS ACADEMY,Turkana,Turkana Central,Lodwar Township,35.599458,3.12404,Turkana
ELELEA,Turkana,Turkana East,Katilia,36.16216,2.1114,Turkana
KAARUKO,Turkana,Turkana East,Lokori/ Kochodin,36.04195,2.09578,Turkana
KATILIA,Turkana,Turkana East,Katilia,36.136164,2.147331,Turkana
LOKORI,Turkana,Turkana East,Lokori/ Kochodin,36.02591,1.96125,Turkana
LOKWAMOSING,Turkana,Turkana East,Lokori/ Kochodin,35.93591,1.99611,Turkana
LOPEDURU,Turkana,Turkana East,Katilia,36.127691,2.246344,Turkana
LOTUBAE,Turkana,Turkana East,Lokori/ Kochodin,36.128301,2.029515,Turkana
MORULEM,Turkana,Turkana East,Lokori/ Kochodin,36.079236,1.976026,Turkana
NADOTO,Turkana,Turkana East,Lokori/ Kochodin,36.090319,3.083421,Turkana
NAKUKULAS,Turkana,Turkana East,Lokori/ Kochodin,35.814487,2.198882,Turkana
RCEA LOKORI,Turkana,Turkana East,Lokori/ Kochodin,36.038262,1.950238,Turkana
KACHODA,Turkana,Turkana North,Lapur,35.676239,4.322949,Turkana
KAERIS,Turkana,Turkana North,Kaeris,35.477639,3.98405,Turkana
KANGAKIPUR,Turkana,Turkana North,Kaeris,36.030252,2.377463,Turkana
KANUKURUDIO MIXED,Turkana,Turkana North,Kaeris,35.46864,3.79671,Turkana
KATABOI,Turkana,Turkana North,Lakezone,35.831,3.75228,Turkana
LOARENGAK BOYS,Turkana,Turkana North,Lakezone,35.89639,4.28344,Turkana
LOKITAUNG,Turkana,Turkana North,Lapur,35.73552,4.27888,Turkana
LOMEKWI,Turkana,Turkana North,Lakezone,35.83695,3.91624,Turkana
NACHUKUI,Turkana,Turkana North,Lakezone,35.8797,4.06688,Turkana
NAGIS,Turkana,Turkana North,Lapur,35.489691,3.044794,Turkana
NAKAPELEWOI,Turkana,Turkana North,Kaeris,35.468993,4.146432,Turkana
NAKITOEKONON,Turkana,Turkana North,Lakezone,35.90735,4.26417,Turkana
NAMOROTOT,Turkana,Turkana North,Lakezone,35.90299,4.20835,Turkana
NAPETET,Turkana,Turkana North,Lapur,35.75635,4.25946,Turkana
NARENGEWOI,Turkana,Turkana North,Lakezone,35.84853,4.00692,Turkana
NARIOKOTOME,Turkana,Turkana North,Lakezone,35.91398,4.14415,Turkana
NATOO,Turkana,Turkana North,Lapur,35.76394,4.21663,Turkana
NATUKOBENYO GIRLS,Turkana,Turkana North,Lapur,35.74218,4.27814,Turkana
RIOKOMOR,Turkana,Turkana North,Lapur,35.71843,4.11432,Turkana
ARUMRUM,Turkana,Turkana South,Katilu,35.435314,2.187554,Turkana
JULUK,Turkana,Turkana South,Kaputir,35.40957,2.16777,Turkana
KAINUK GIRLS,Turkana,Turkana South,Lobokat,35.49851,1.77969,Turkana
KAINUK MIXED,Turkana,Turkana South,Lobokat,35.50514,1.77846,Turkana
KAKALEL,Turkana,Turkana South,Lokichar,36.085859,2.462165,Turkana
KAKONG,Turkana,Turkana South,Lobokat,35.52776,2.031,Turkana
KALAPATA,Turkana,Turkana South,Kalapata,35.835787,2.336301,Turkana
KALEMUNGOROK,Turkana,Turkana South,Katilu,35.497345,2.137085,Turkana
KANAODON,Turkana,Turkana South,Katilu,35.408838,2.493,Turkana
KANGAKIPUR,Turkana,Turkana South,Kalapata,36.030028,2.37596,Turkana
KAPELIBOK,Turkana,Turkana South,Kaputir,35.41684,2.10428,Turkana
KAPESE,Turkana,Turkana South,Lokichar,35.663174,2.383132,Turkana
KAPUTIR,Turkana,Turkana South,Kaputir,35.4533,2.07617,Turkana
KASUROI,Turkana,Turkana South,Lokichar,35.655597,2.47707,Turkana
KATILU MIXED BOARDING,Turkana,Turkana South,Katilu,35.42669,2.274592,Turkana
KEKORISOGOL,Turkana,Turkana South,Lokichar,35.829997,2.569283,Turkana
KOPUTIRO,Turkana,Turkana South,Lobokat,35.500882,1.778931,Turkana
KORINYANG,Turkana,Turkana South,Katilu,35.440697,2.234822,Turkana
LOCHEREMOIT,Turkana,Turkana South,Lokichar,35.647108,2.757563,Turkana
LOCHWANGAMATAK,Turkana,Turkana South,Lokichar,35.653706,2.610824,Turkana
LOKICHAR MIXED,Turkana,Turkana South,Lokichar,35.649984,2.390299,Turkana
LOYAPAT,Turkana,Turkana South,Lobokat,35.78142,1.84258,Turkana
LUMERIMUDANG,Turkana,Turkana South,Kaputir,35.42213,2.08234,Turkana
NABEIYE,Turkana,Turkana South,Katilu,35.436348,2.138502,Turkana
NAKAALEI,Turkana,Turkana South,Kalapata,36.221542,2.540043,Turkana
NAKABOSAN,Turkana,Turkana South,Katilu,35.562857,2.263565,Turkana
NAKWAMORU,Turkana,Turkana South,Kaputir,35.43026,2.05761,Turkana
NALEMSEKON,Turkana,Turkana South,Lokichar,35.638146,2.390864,Turkana
NAPUSIMORU,Turkana,Turkana South,Lokichar,35.846958,2.666048,Turkana
ST TERESA KIMABUR,Turkana,Turkana South,Lokichar,35.620918,2.808527,Turkana
TURKANA INTERGRATED,Turkana,Turkana South,Katilu,35.429983,2.255489,Turkana
KAKUMA ARID ZONE,Turkana,Turkana West,Kakuma,34.8684,3.70297,Turkana
KAKUMA GIRLS,Turkana,Turkana West,Kakuma,34.86266,3.71383,Turkana
KAKUMA MIXED,Turkana,Turkana West,Kakuma,34.86067,3.71676,Turkana
KALOBEYEI,Turkana,Turkana West,Kalobeyei,34.62542,3.775676,Turkana
LETEA,Turkana,Turkana West,Letea,34.814378,3.524851,Turkana
LOKANGAE,Turkana,Turkana West,Songot,34.865114,4.059635,Turkana
LOKICHOGGIO GIRLS,Turkana,Turkana West,Lokichoggio,34.353421,4.206348,Turkana
LOPIDING,Turkana,Turkana West,Lokichoggio,34.396807,4.202013,Turkana
LOPWARIN,Turkana,Turkana West,Kakuma,34.874749,3.696397,Turkana
